"","RESPONDENT_RACE","PARTNER_RACE","respondent_education","partner_education","PPPARTYID3","Q12"
"293","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(1) republican"
"294","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"295","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"296","(1) NH white","(1) NH white","Bachelors","Advanced degree","(1) republican","(1) republican"
"297","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"298","(6) Hispanic","(6) Hispanic","Bachelors","Bachelors","(1) republican","(1) republican"
"299","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(2) democrat"
"300","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(2) other","(3) independent"
"301","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"302","(3) NH Amer Indian","(6) Hispanic","Advanced degree","Less than Bachelors","(3) democrat","(3) independent"
"303","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"304","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"305","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"306","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"307","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"308","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(3) independent"
"309","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"310","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(4) another party, please specify"
"311","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"312","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"313","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"314","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"315","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"316","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"317","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"318","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"319","(6) Hispanic","(3) NH Amer Indian","Less than Bachelors","Advanced degree","(3) democrat","(1) republican"
"320","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"321","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"322","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(3) independent"
"323","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"324","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(5) no preference"
"325","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"326","(1) NH white","(1) NH white","Bachelors","Advanced degree","(1) republican","(2) democrat"
"327","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(3) independent"
"328","(2) NH black","(2) NH black","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"329","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"330","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"331","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"332","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"333","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"334","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"335","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"336","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"337","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"338","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"339","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"340","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"341","(2) NH black","(6) Hispanic","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"342","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"343","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"344","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"345","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"346","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"347","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"348","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"349","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"350","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"351","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"352","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"353","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"354","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"355","(4) NH Asian Pac Islander","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"356","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"357","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"358","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(1) republican"
"359","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"360","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"361","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"362","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(1) republican","(1) republican"
"363","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(3) independent"
"364","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"365","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"366","(1) NH white","(1) NH white","Advanced degree","Bachelors","(1) republican","(2) democrat"
"367","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"368","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"369","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"370","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"371","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"372","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"373","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"374","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"375","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"376","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(1) republican"
"377","(2) NH black","(2) NH black","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"378","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"379","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"380","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(3) independent"
"381","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"382","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"383","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(1) republican"
"384","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"385","(1) NH white","(4) NH Asian Pac Islander","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"386","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"387","(1) NH white","(1) NH white","Advanced degree","Bachelors","(1) republican","(1) republican"
"388","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"389","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"390","(4) NH Asian Pac Islander","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"391","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(3) independent"
"392","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"393","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"394","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"395","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"396","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"397","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"398","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"399","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"400","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"401","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"402","(2) NH black","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"403","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"404","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"405","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"406","(1) NH white","(1) NH white","Advanced degree","Bachelors","(1) republican","(3) independent"
"407","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"408","(1) NH white","(5) NH Other","Bachelors","Bachelors","(2) other","(2) democrat"
"409","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(3) independent"
"410","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"411","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"412","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"413","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"414","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(1) republican"
"415","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"416","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"417","(5) NH Other","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"418","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"419","(2) NH black","(2) NH black","Less than Bachelors","Bachelors","(3) democrat","(3) independent"
"420","(2) NH black","(1) NH white","Advanced degree","Bachelors","(1) republican","(2) democrat"
